"satisfaction";"Gender";"Customer.Type";"Age";"Type.of.Travel";"Class";"Flight.Distance";"Seat.comfort";"Departure.Arrival.time.convenient";"Food.and.drink";"Gate.location";"Inflight.wifi.service";"Inflight.entertainment";"Online.support";"Ease.of.Online.booking";"On.board.service";"Leg.room.service";"Baggage.handling";"Checkin.service";"Cleanliness";"Online.boarding";"Departure.Delay.in.Minutes";"Arrival.Delay.in.Minutes"
"dissatisfied";"Male";"Loyal Customer";41;"Personal Travel";"Eco Plus";1483;3;5;3;4;2;3;2;2;5;5;5;5;4;2;0;0
"dissatisfied";"Female";"Loyal Customer";60;"Personal Travel";"Eco";333;3;5;3;4;3;4;4;3;3;3;3;4;3;3;5;34
"dissatisfied";"Male";"Loyal Customer";9;"Personal Travel";"Eco";1905;3;5;3;4;3;3;3;4;2;5;4;3;3;3;112;143
"dissatisfied";"Male";"Loyal Customer";30;"Personal Travel";"Eco";1602;3;5;3;4;5;3;5;5;3;3;4;5;5;5;0;0
"dissatisfied";"Female";"Loyal Customer";26;"Personal Travel";"Eco";1531;3;5;3;4;5;3;5;5;4;4;4;4;4;5;0;0
"dissatisfied";"Male";"Loyal Customer";52;"Personal Travel";"Business";2253;3;5;3;5;3;4;2;3;2;3;5;2;5;2;0;37
"dissatisfied";"Male";"Loyal Customer";69;"Personal Travel";"Eco";3329;3;5;3;5;5;3;3;5;5;5;3;4;4;5;0;0
"dissatisfied";"Female";"Loyal Customer";62;"Personal Travel";"Eco";1639;3;5;3;5;5;4;5;1;1;3;1;3;1;3;15;35
"dissatisfied";"Male";"Loyal Customer";15;"Personal Travel";"Eco Plus";2627;3;5;3;5;4;3;4;4;5;4;3;4;5;4;39;27
"dissatisfied";"Male";"Loyal Customer";55;"Personal Travel";"Eco";2611;3;5;3;5;5;3;5;5;5;4;5;4;4;5;0;12
"dissatisfied";"Male";"Loyal Customer";16;"Personal Travel";"Eco";2651;3;5;3;5;2;3;2;2;4;3;4;5;5;2;0;0
"dissatisfied";"Male";"Loyal Customer";28;"Personal Travel";"Eco";2515;3;5;3;5;2;3;3;2;4;4;4;5;4;2;3;0
"dissatisfied";"Male";"Loyal Customer";52;"Personal Travel";"Eco";2306;3;5;3;5;4;3;4;4;4;5;4;5;4;4;0;0
"dissatisfied";"Male";"Loyal Customer";7;"Personal Travel";"Eco";2379;3;5;3;5;1;3;1;1;1;4;1;1;2;1;0;4
"dissatisfied";"Female";"Loyal Customer";7;"Personal Travel";"Eco";1773;3;5;3;5;3;3;3;3;1;1;4;4;2;3;79;71
"dissatisfied";"Female";"Loyal Customer";62;"Personal Travel";"Eco Plus";558;3;5;3;5;5;4;5;1;1;3;1;3;1;5;0;0
"dissatisfied";"Male";"Loyal Customer";22;"Personal Travel";"Eco";1406;3;5;3;5;3;3;3;3;4;4;4;2;3;3;0;0
"dissatisfied";"Female";"Loyal Customer";42;"Personal Travel";"Eco";382;3;5;3;5;5;5;5;2;2;3;2;1;2;5;2;0
"dissatisfied";"Female";"Loyal Customer";28;"Personal Travel";"Eco";1566;3;5;3;5;2;3;2;2;3;5;4;1;5;2;0;0
"dissatisfied";"Male";"Loyal Customer";30;"Personal Travel";"Eco";1460;3;5;3;5;3;3;3;3;4;2;4;3;5;3;9;13
"dissatisfied";"Male";"Loyal Customer";23;"Personal Travel";"Eco";3408;3;5;4;1;3;4;3;3;4;3;3;3;5;3;0;0
"dissatisfied";"Female";"Loyal Customer";61;"Personal Travel";"Eco";592;3;5;4;1;5;4;5;2;2;4;2;3;2;5;0;0
"dissatisfied";"Male";"Loyal Customer";59;"Personal Travel";"Eco";1720;3;5;4;1;1;4;1;1;3;5;4;1;5;1;0;18
"dissatisfied";"Female";"Loyal Customer";36;"Personal Travel";"Eco";2291;3;5;4;2;1;4;4;1;2;5;1;4;1;1;0;0
"dissatisfied";"Male";"Loyal Customer";39;"Personal Travel";"Eco";1347;3;5;4;4;2;4;2;2;1;4;2;1;5;2;43;29
"dissatisfied";"Male";"Loyal Customer";60;"Personal Travel";"Eco";1911;3;5;5;1;5;5;5;5;2;4;1;1;2;5;6;0
"dissatisfied";"Male";"Loyal Customer";22;"Personal Travel";"Eco";1201;3;5;5;3;3;5;3;3;3;5;5;3;4;3;3;0
"dissatisfied";"Female";"Loyal Customer";59;"Personal Travel";"Eco";463;3;5;5;4;5;4;5;5;5;5;4;5;5;5;0;0
"dissatisfied";"Male";"Loyal Customer";43;"Personal Travel";"Eco";1518;4;0;0;3;4;0;4;4;5;2;5;5;4;4;0;0
"satisfied";"Female";"Loyal Customer";69;"Personal Travel";"Eco";891;4;0;4;1;2;4;4;4;4;4;5;5;4;5;0;0
"dissatisfied";"Female";"Loyal Customer";65;"Personal Travel";"Eco";278;4;0;4;1;1;5;5;5;5;4;5;3;5;1;0;0
"dissatisfied";"Male";"Loyal Customer";7;"Personal Travel";"Eco";1882;4;0;4;1;4;4;4;4;3;4;4;3;4;4;0;0
"dissatisfied";"Female";"Loyal Customer";68;"Personal Travel";"Eco";377;4;0;4;3;3;2;3;3;3;4;3;1;3;4;19;9
"dissatisfied";"Female";"Loyal Customer";58;"Personal Travel";"Business";1262;4;0;4;4;2;5;5;1;1;4;1;4;1;1;40;34
"dissatisfied";"Male";"Loyal Customer";45;"Personal Travel";"Eco";1133;4;0;4;4;3;4;3;3;4;3;5;4;5;3;11;7
"satisfied";"Female";"Loyal Customer";50;"Personal Travel";"Eco";359;4;1;2;3;2;3;3;3;3;2;3;1;3;2;0;0
"dissatisfied";"Female";"Loyal Customer";51;"Personal Travel";"Business";370;4;1;2;4;4;4;3;4;4;2;4;2;4;2;0;0
"dissatisfied";"Female";"Loyal Customer";12;"Personal Travel";"Eco Plus";1504;4;1;4;1;4;4;4;4;2;1;1;1;1;4;0;0
"dissatisfied";"Female";NA;13;"Personal Travel";"Eco";2285;4;1;4;1;1;4;1;1;4;4;1;4;1;1;0;0
"satisfied";"Female";"Loyal Customer";31;"Personal Travel";"Eco";2489;4;1;4;2;2;4;2;2;4;4;3;4;2;2;0;0
"dissatisfied";"Female";"Loyal Customer";49;"Personal Travel";"Eco";355;4;1;4;NA;3;2;2;5;5;4;5;3;5;1;0;6
"dissatisfied";"Female";"Loyal Customer";44;"Personal Travel";"Eco";281;4;1;4;2;2;2;2;4;4;4;4;3;4;4;0;0
"dissatisfied";"Female";"Loyal Customer";29;"Personal Travel";"Eco";754;4;1;4;2;3;4;3;3;1;4;2;4;3;3;0;0
"dissatisfied";"Female";"Loyal Customer";42;"Personal Travel";"Eco Plus";2494;4;1;4;3;4;2;2;1;2;3;2;2;4;2;0;0
"dissatisfied";"Male";"Loyal Customer";25;"Personal Travel";"Eco";3385;4;1;4;3;1;4;1;1;3;1;2;1;3;1;0;0
"dissatisfied";"Male";"Loyal Customer";34;"Personal Travel";"Eco";2530;4;1;4;3;1;4;1;1;4;2;4;4;3;1;0;0
"dissatisfied";"Female";"Loyal Customer";19;"Personal Travel";"Eco";1891;4;1;4;3;2;4;2;2;2;1;2;1;3;2;0;0
"satisfied";"Male";"Loyal Customer";8;"Personal Travel";"Business";2512;4;1;4;3;1;4;1;1;3;5;3;4;4;1;6;0
"dissatisfied";"Male";"Loyal Customer";25;"Personal Travel";"Eco";1620;4;1;4;3;5;4;5;5;2;4;4;2;3;5;0;0
"dissatisfied";"Female";"Loyal Customer";67;"Personal Travel";"Eco";501;4;1;4;3;2;3;3;3;3;4;3;3;3;3;11;2
"dissatisfied";"Male";"Loyal Customer";47;"Personal Travel";"Eco";2999;4;1;4;4;4;4;4;2;3;3;3;4;2;4;158;148
"dissatisfied";"Female";"Loyal Customer";58;"Personal Travel";"Eco";612;4;1;4;4;1;4;3;1;1;4;1;2;1;1;6;0
"dissatisfied";"Female";"Loyal Customer";49;"Personal Travel";"Eco";439;4;1;4;4;3;3;4;3;3;4;3;4;3;1;5;0
"satisfied";"Female";"Loyal Customer";64;"Personal Travel";"Eco";377;4;1;4;4;1;3;4;4;4;4;4;3;4;4;0;0
"dissatisfied";"Female";"Loyal Customer";25;"Personal Travel";"Eco";1548;4;1;4;4;1;4;1;1;4;4;3;3;3;1;80;69
"dissatisfied";"Male";"Loyal Customer";18;"Personal Travel";"Eco";1143;4;1;4;4;4;4;4;4;1;4;3;4;4;4;0;0
"dissatisfied";"Female";"Loyal Customer";51;"Personal Travel";"Eco";925;4;2;3;3;3;2;2;1;1;3;1;3;1;3;5;17
"dissatisfied";"Male";"Loyal Customer";34;"Personal Travel";"Eco";2245;4;2;4;1;5;4;5;5;1;1;1;1;2;5;0;0
"dissatisfied";"Female";"Loyal Customer";25;"Personal Travel";"Eco Plus";1918;4;2;4;2;1;4;3;1;3;1;2;3;3;1;0;0
"dissatisfied";"Female";"Loyal Customer";23;"Personal Travel";"Eco";3177;4;2;4;3;1;4;2;1;2;2;4;2;3;1;0;0
"dissatisfied";"Male";NA;45;"Personal Travel";"Eco Plus";2481;4;2;4;3;2;4;2;2;4;3;1;3;2;2;0;0
"dissatisfied";"Male";"Loyal Customer";64;"Personal Travel";"Eco";2833;4;2;4;3;5;4;5;5;4;2;4;4;4;5;0;2
"dissatisfied";"Female";"Loyal Customer";16;"Personal Travel";"Eco Plus";1752;4;2;4;3;2;4;1;2;1;2;3;3;4;2;0;12
"dissatisfied";"Male";"Loyal Customer";62;"Personal Travel";"Eco";1690;4;2;4;3;4;4;4;4;4;1;3;1;4;4;105;92
"satisfied";"Male";"Loyal Customer";66;"Personal Travel";"Eco";1552;4;2;4;3;5;4;5;5;1;2;4;3;3;5;6;0
"satisfied";"Female";"Loyal Customer";28;"Personal Travel";"Eco Plus";1846;4;2;4;3;3;4;3;3;4;2;3;2;3;3;0;0
"dissatisfied";"Male";"Loyal Customer";63;"Personal Travel";"Business";500;4;2;4;3;5;4;4;2;2;4;2;4;2;3;25;22
"dissatisfied";"Female";"Loyal Customer";24;"Personal Travel";"Eco";1933;4;2;4;3;5;4;5;5;1;5;2;2;4;5;0;0
"dissatisfied";"Male";"Loyal Customer";41;"Personal Travel";"Eco";2091;4;2;4;3;4;4;3;4;1;2;3;1;4;4;20;18
"dissatisfied";"Female";"Loyal Customer";69;"Personal Travel";"Eco";335;4;2;4;3;4;4;4;1;1;4;1;3;1;4;36;21
"dissatisfied";"Male";"Loyal Customer";15;"Personal Travel";"Eco";1338;4;2;4;3;4;4;4;4;2;3;4;4;3;4;0;0
"dissatisfied";"Female";"Loyal Customer";54;"Personal Travel";"Eco";93;4;2;4;3;3;3;4;4;4;4;4;4;4;2;0;0
"dissatisfied";"Male";"Loyal Customer";67;"Personal Travel";"Eco Plus";2471;4;2;5;4;4;5;4;4;3;2;3;1;3;4;0;0
"dissatisfied";"Male";"Loyal Customer";66;"Personal Travel";"Eco";1271;4;3;0;1;2;0;2;2;5;3;1;5;5;2;0;3
"dissatisfied";"Female";NA;14;"Personal Travel";"Eco";1517;4;3;1;3;2;1;1;2;3;5;2;1;2;2;0;0
"satisfied";"Male";"Loyal Customer";45;"Personal Travel";"Eco";1714;4;3;3;3;1;3;1;1;3;2;4;2;3;1;0;0
"dissatisfied";"Female";"Loyal Customer";36;"Personal Travel";"Eco";1930;4;3;3;3;4;3;4;4;2;5;5;4;3;4;4;8
"dissatisfied";"Male";"Loyal Customer";38;"Personal Travel";"Eco Plus";1329;4;3;3;3;2;3;2;2;1;3;4;4;3;2;0;0
"dissatisfied";"Male";"Loyal Customer";37;"Personal Travel";"Eco";3922;4;3;4;2;1;4;1;1;4;1;2;2;3;1;0;0
"dissatisfied";"Female";"Loyal Customer";62;"Personal Travel";"Eco";566;4;3;4;2;5;1;5;3;3;4;3;4;3;4;8;7
"dissatisfied";"Male";"Loyal Customer";7;"Personal Travel";"Eco Plus";1524;4;3;4;2;2;4;1;2;1;5;3;4;2;2;0;0
"dissatisfied";"Male";"Loyal Customer";43;"Personal Travel";"Eco Plus";2253;4;3;4;2;5;4;5;5;1;4;5;5;4;5;0;0
"dissatisfied";"Female";"Loyal Customer";14;"Personal Travel";"Eco";1752;4;3;4;2;3;4;2;3;4;3;5;4;2;3;20;23
"dissatisfied";"Male";"Loyal Customer";27;"Personal Travel";"Eco Plus";2031;4;3;4;2;1;4;1;1;5;3;2;5;3;1;14;17
"dissatisfied";"Female";"Loyal Customer";61;"Personal Travel";"Business";268;4;3;4;2;3;3;2;4;4;4;4;2;4;2;0;0
"dissatisfied";"Male";"Loyal Customer";46;"Personal Travel";"Eco";1407;4;3;4;2;5;4;5;5;5;4;3;2;5;5;0;0
"dissatisfied";"Female";"Loyal Customer";68;"Personal Travel";"Eco";136;4;3;4;2;3;3;4;5;5;4;5;1;5;3;0;0
"dissatisfied";"Female";"Loyal Customer";27;"Personal Travel";"Eco";1629;4;3;4;2;4;4;4;4;5;4;3;4;4;4;0;0
"dissatisfied";"Female";"Loyal Customer";45;"Personal Travel";"Eco";1110;4;3;4;3;2;2;5;3;3;4;3;3;3;5;5;0
"dissatisfied";"Male";"Loyal Customer";45;"Personal Travel";"Eco";1936;4;3;4;3;4;4;4;4;4;1;4;5;5;4;0;0
"dissatisfied";"Male";"Loyal Customer";NA;"Personal Travel";"Eco";1594;4;3;4;3;4;4;4;4;1;5;4;2;3;4;15;0
"dissatisfied";"Female";"Loyal Customer";29;"Personal Travel";"Eco";1460;4;3;4;3;4;4;4;4;4;1;4;1;4;4;0;0
"dissatisfied";"Male";"Loyal Customer";17;"Personal Travel";"Eco";3265;4;3;4;4;3;4;2;3;3;3;3;1;3;3;0;0
"dissatisfied";"Male";"Loyal Customer";65;"Personal Travel";"Eco";2076;4;3;4;4;4;4;4;4;2;3;4;3;3;4;102;129
"dissatisfied";"Female";"Loyal Customer";26;"Personal Travel";"Eco";1856;4;3;4;4;5;4;5;5;3;3;4;2;3;5;0;0
"dissatisfied";"Male";"Loyal Customer";58;"Personal Travel";"Eco";1800;4;3;4;4;2;4;4;2;3;5;5;1;3;2;0;0
"satisfied";"Female";"Loyal Customer";39;"Personal Travel";"Eco";2076;4;3;4;4;3;4;3;3;1;1;4;2;3;3;4;16
"dissatisfied";"Male";"Loyal Customer";50;"Personal Travel";"Eco Plus";1711;4;3;4;NA;3;4;3;3;1;5;4;4;3;3;100;83
"dissatisfied";"Female";"Loyal Customer";35;"Personal Travel";"Eco Plus";1413;4;3;4;4;5;4;5;5;3;4;1;4;5;5;1;0
"dissatisfied";"Female";"Loyal Customer";15;"Personal Travel";"Eco Plus";1343;4;3;4;4;4;4;4;4;2;4;3;1;4;4;0;0
"dissatisfied";"Female";"Loyal Customer";45;"Personal Travel";"Eco";333;4;3;4;4;4;3;3;5;5;4;5;2;5;3;32;56
"dissatisfied";"Male";"Loyal Customer";44;"Personal Travel";"Eco Plus";1728;4;3;4;4;3;4;3;3;2;4;4;2;3;3;0;0
"dissatisfied";"Male";"Loyal Customer";61;"Personal Travel";"Eco";1514;4;3;4;4;2;4;4;2;1;4;3;4;4;2;0;0
"dissatisfied";"Female";"Loyal Customer";49;"Personal Travel";"Eco";95;4;3;4;4;1;4;4;3;3;4;3;1;3;3;22;13
"dissatisfied";"Male";"Loyal Customer";55;"Personal Travel";"Eco";2286;4;3;4;5;3;4;3;3;5;3;4;4;5;3;0;25
"dissatisfied";"Male";"Loyal Customer";47;"Personal Travel";"Eco";3334;4;3;5;2;3;5;3;3;4;3;3;5;3;3;1;0
"dissatisfied";"Female";"Loyal Customer";64;"Personal Travel";"Eco";930;4;3;5;3;4;2;5;4;4;5;4;1;4;4;12;9
"satisfied";"Male";"Loyal Customer";49;"Personal Travel";"Eco";2217;4;3;5;3;3;5;3;3;5;2;4;1;5;3;0;0
"dissatisfied";"Male";"Loyal Customer";8;"Personal Travel";"Eco";1930;4;3;5;4;3;5;3;3;1;5;2;1;3;3;13;18
"dissatisfied";"Female";"Loyal Customer";32;"Personal Travel";"Eco";1021;4;4;0;2;5;0;5;5;3;2;5;4;5;5;0;8
"dissatisfied";"Male";NA;18;"Personal Travel";"Eco";1182;4;4;0;2;3;0;3;3;4;1;1;3;2;3;34;24
"dissatisfied";"Male";"Loyal Customer";7;"Personal Travel";"Eco";2344;4;4;2;4;1;2;1;1;5;2;4;3;5;1;10;0
"dissatisfied";"Female";"Loyal Customer";31;"Personal Travel";"Business";3304;4;4;3;1;3;3;3;3;3;5;3;4;4;3;0;0
"satisfied";"Male";"Loyal Customer";47;"Personal Travel";"Eco Plus";1750;4;4;3;1;1;3;1;1;5;2;5;5;5;1;0;0
"satisfied";"Male";"Loyal Customer";39;"Personal Travel";"Eco";1435;4;4;3;2;3;3;3;3;3;5;5;3;5;3;0;0
"satisfied";"Female";"Loyal Customer";49;"Personal Travel";"Eco";1592;4;4;3;3;2;4;5;4;4;3;4;4;4;5;0;0
"satisfied";"Female";"Loyal Customer";64;"Personal Travel";"Business";623;4;4;3;4;5;4;4;2;2;3;2;4;2;5;0;0
"dissatisfied";"Male";"Loyal Customer";31;"Personal Travel";"Eco";2126;4;4;3;5;3;3;3;3;4;2;4;4;2;3;10;0
"satisfied";"Male";"Loyal Customer";40;"Personal Travel";"Eco";3122;4;4;4;1;4;4;4;4;3;4;4;4;5;4;0;4
"dissatisfied";"Female";"Loyal Customer";15;"Personal Travel";"Eco";2454;4;4;4;1;2;4;2;2;3;3;5;5;4;2;0;0
"dissatisfied";"Female";"Loyal Customer";39;"Personal Travel";"Eco";1995;4;4;4;1;3;4;3;3;4;4;4;4;5;3;34;33
"dissatisfied";"Female";"Loyal Customer";70;"Personal Travel";"Eco";607;4;4;4;1;4;4;5;3;3;4;3;5;3;5;30;30
"dissatisfied";"Male";"Loyal Customer";47;"Personal Travel";"Eco";1514;4;4;4;1;4;4;4;4;3;5;5;3;5;4;20;8
"dissatisfied";"Male";"Loyal Customer";54;"Personal Travel";"Eco Plus";2206;4;4;4;1;3;4;3;3;5;5;5;3;5;3;0;0
"dissatisfied";"Male";"Loyal Customer";51;"Personal Travel";"Eco";1911;4;4;4;1;1;4;1;1;4;4;3;5;1;1;0;0
"satisfied";"Female";"Loyal Customer";28;"Personal Travel";"Eco";1332;4;4;4;1;2;4;2;2;4;2;5;4;5;2;0;0
"satisfied";"Male";"Loyal Customer";55;"Personal Travel";"Eco";2691;4;4;4;2;2;4;2;2;4;5;5;3;5;2;0;0
"satisfied";"Female";"Loyal Customer";39;"Personal Travel";"Eco";1826;4;4;4;2;2;4;2;2;2;3;5;1;4;2;21;16
"dissatisfied";"Female";"Loyal Customer";65;"Personal Travel";"Eco";806;4;4;4;2;3;4;4;5;5;4;5;5;5;3;72;91
"dissatisfied";"Male";"Loyal Customer";56;"Personal Travel";"Eco";2047;4;4;4;2;5;4;5;5;5;5;5;4;5;5;0;0
"dissatisfied";"Male";"Loyal Customer";23;"Personal Travel";"Eco";1786;4;4;4;2;3;4;3;3;4;5;2;5;3;3;0;0
"dissatisfied";"Female";"Loyal Customer";51;"Personal Travel";"Eco";251;4;4;4;2;2;1;5;2;2;4;5;2;2;3;0;0
"dissatisfied";"Female";"Loyal Customer";46;"Personal Travel";"Eco";2204;4;4;4;3;2;4;4;2;2;4;2;4;2;5;12;0
"dissatisfied";"Female";"Loyal Customer";10;"Personal Travel";"Business";2553;4;4;4;3;3;4;3;3;2;4;3;4;4;3;1;0
"dissatisfied";"Female";"Loyal Customer";40;"Personal Travel";"Eco";2181;4;4;4;3;1;4;4;1;5;3;3;3;5;1;0;0
"dissatisfied";"Male";"Loyal Customer";41;"Personal Travel";"Business";1189;4;4;4;3;2;3;5;1;1;4;1;3;1;5;0;8
"dissatisfied";"Male";"Loyal Customer";32;"Personal Travel";"Eco";2079;4;4;4;3;3;4;3;3;3;5;3;5;4;3;0;0
"dissatisfied";"Female";"Loyal Customer";21;"Personal Travel";"Eco";2654;4;4;4;3;4;4;4;4;3;4;4;5;4;4;0;0
"dissatisfied";"Female";"Loyal Customer";36;"Personal Travel";"Eco";1856;4;4;4;3;2;4;3;2;3;4;3;2;4;2;0;0
"satisfied";"Male";"Loyal Customer";54;"Personal Travel";"Eco";2201;4;4;4;3;1;4;1;1;4;5;5;5;5;1;0;0
"dissatisfied";"Male";"Loyal Customer";36;"Personal Travel";"Eco";2413;4;4;4;3;4;4;4;4;5;3;5;3;5;4;40;27
"dissatisfied";"Female";"Loyal Customer";54;"Personal Travel";"Eco";861;4;4;4;3;3;4;5;5;5;4;5;3;5;3;12;54
"dissatisfied";"Male";"Loyal Customer";25;"Personal Travel";"Eco";1818;4;4;4;3;2;4;2;2;4;1;3;3;3;2;1;0
"dissatisfied";"Male";"Loyal Customer";8;"Personal Travel";"Eco";2046;4;4;4;3;2;4;1;2;1;3;1;4;3;2;0;0
"dissatisfied";"Male";"Loyal Customer";28;"Personal Travel";"Eco";2132;4;4;4;3;2;4;2;2;4;4;5;4;5;2;22;32
"dissatisfied";"Female";"Loyal Customer";52;"Personal Travel";"Eco";608;4;4;4;3;5;4;5;5;5;4;5;3;5;3;0;0
"satisfied";"Female";"Loyal Customer";30;"Personal Travel";"Eco";1977;4;4;4;3;2;4;2;2;3;2;5;4;5;2;0;0
"dissatisfied";"Female";"Loyal Customer";56;"Personal Travel";"Eco";418;4;4;4;3;5;4;4;1;1;4;1;5;1;5;0;0
"dissatisfied";"Male";"Loyal Customer";19;"Personal Travel";"Eco";1830;4;4;4;3;3;4;3;3;3;2;4;3;4;3;0;0
"dissatisfied";"Female";"Loyal Customer";56;"Personal Travel";"Eco";368;4;4;4;3;4;3;3;3;3;4;3;3;3;1;0;0
"dissatisfied";"Female";"Loyal Customer";33;"Personal Travel";"Eco";1999;4;4;4;3;4;4;4;4;3;2;5;3;5;4;42;NA
"dissatisfied";"Female";"Loyal Customer";41;"Personal Travel";"Eco";1373;4;4;4;3;3;4;3;3;3;2;2;4;2;3;0;0
"dissatisfied";"Male";"Loyal Customer";66;"Personal Travel";"Eco";1166;4;4;4;3;2;4;2;2;2;4;4;3;4;2;0;0
"dissatisfied";"Male";"Loyal Customer";48;"Personal Travel";"Eco";1848;4;4;4;3;1;4;1;1;4;2;5;5;5;1;0;23
"dissatisfied";"Male";"Loyal Customer";67;"Personal Travel";"Eco";1307;4;4;4;3;2;4;2;2;3;5;5;5;4;2;0;0
"dissatisfied";"Male";"Loyal Customer";55;"Personal Travel";"Business";263;4;4;4;3;4;4;4;1;1;4;1;3;1;3;0;14
"dissatisfied";"Female";"Loyal Customer";34;"Personal Travel";"Eco";1425;4;4;4;3;5;4;5;5;5;4;5;5;4;5;38;26
"dissatisfied";"Male";"Loyal Customer";63;"Personal Travel";"Business";90;4;4;4;3;3;3;5;2;2;4;2;1;2;4;0;0
"dissatisfied";"Female";"Loyal Customer";9;"Personal Travel";"Eco";3089;4;4;4;4;2;4;2;2;4;2;5;4;5;2;59;47
"satisfied";"Male";"Loyal Customer";NA;"Personal Travel";"Business";2346;4;4;4;4;5;4;1;5;3;4;3;3;4;5;0;3
"dissatisfied";"Male";"Loyal Customer";58;"Personal Travel";"Eco";2021;4;4;4;4;5;4;5;5;4;5;4;4;4;5;48;51
"dissatisfied";"Female";"Loyal Customer";28;"Personal Travel";"Eco";2512;4;4;4;4;3;4;3;3;5;4;4;3;5;3;49;52
"dissatisfied";"Female";"Loyal Customer";51;"Personal Travel";"Eco";625;4;4;4;4;3;3;3;3;3;4;3;4;3;3;9;0
"dissatisfied";"Female";"Loyal Customer";65;"Personal Travel";"Eco";452;4;4;4;4;3;5;2;3;3;4;3;3;3;5;0;0
"satisfied";"Male";"Loyal Customer";42;"Personal Travel";"Eco";2044;4;4;4;4;4;4;4;4;3;5;5;4;5;4;0;0
"satisfied";"Male";"Loyal Customer";68;"Personal Travel";"Eco";1804;4;4;4;4;5;4;5;5;2;5;1;3;2;5;0;5
"satisfied";"Female";"Loyal Customer";7;"Personal Travel";"Eco";2534;4;4;4;5;1;4;1;1;4;2;4;5;4;1;0;0
"dissatisfied";"Male";"Loyal Customer";24;"Personal Travel";"Eco";2408;4;4;4;5;2;4;2;2;4;2;4;3;5;2;3;0
"satisfied";"Male";"Loyal Customer";53;"Personal Travel";"Business";603;4;4;4;5;5;2;4;4;4;4;4;4;4;3;0;0
"dissatisfied";"Male";"Loyal Customer";28;"Personal Travel";"Eco";1140;4;4;4;5;2;4;2;2;3;2;5;4;4;2;28;30
"satisfied";"Female";"Loyal Customer";25;"Personal Travel";"Eco Plus";2353;4;4;5;NA;2;5;2;2;5;5;3;3;4;2;0;0
"dissatisfied";"Female";"Loyal Customer";33;"Personal Travel";"Eco";2472;4;4;5;3;3;5;3;3;3;5;5;5;4;3;27;22
"dissatisfied";"Male";"Loyal Customer";46;"Personal Travel";"Eco";1870;4;4;5;4;4;5;4;4;1;4;4;2;3;4;53;33
"dissatisfied";"Female";"Loyal Customer";68;"Personal Travel";"Eco";690;4;4;5;4;1;4;4;4;4;5;4;4;4;1;0;10
"dissatisfied";"Female";"Loyal Customer";26;"Personal Travel";"Eco Plus";1344;4;5;0;NA;2;0;2;2;3;4;5;4;5;2;11;0
"satisfied";"Male";"Loyal Customer";29;"Personal Travel";"Eco";1900;4;5;0;2;2;0;4;2;5;2;4;3;5;2;0;0
"dissatisfied";"Female";"Loyal Customer";20;"Personal Travel";"Eco";2005;4;5;3;3;2;3;4;2;5;4;5;1;2;2;0;3
"dissatisfied";"Male";"Loyal Customer";33;"Personal Travel";"Eco";3562;4;5;4;1;4;2;2;1;3;4;2;2;4;2;0;0
"satisfied";"Female";"Loyal Customer";NA;"Personal Travel";"Eco";3223;4;5;4;1;1;4;1;1;3;1;3;2;5;1;14;36
"dissatisfied";"Female";"Loyal Customer";18;"Personal Travel";"Eco";3428;4;5;4;1;1;4;5;1;3;4;5;5;4;1;0;0
"satisfied";"Female";"Loyal Customer";14;"Personal Travel";"Eco Plus";2361;4;5;4;1;2;4;2;2;3;3;5;4;5;2;0;0
"satisfied";"Male";"Loyal Customer";21;"Personal Travel";"Eco";2049;4;5;4;1;1;4;1;1;5;4;4;4;4;1;0;0
"satisfied";"Male";"Loyal Customer";35;"Personal Travel";"Business";903;4;5;4;1;3;5;4;5;5;4;3;5;5;4;0;0
"dissatisfied";"Female";"Loyal Customer";57;"Personal Travel";"Eco Plus";837;4;5;4;1;4;5;4;5;5;4;2;5;5;5;29;18
"dissatisfied";"Female";"Loyal Customer";34;"Personal Travel";"Eco";1961;4;5;4;1;3;4;3;3;4;5;4;4;5;3;58;52
"dissatisfied";"Female";"Loyal Customer";69;"Personal Travel";"Eco";452;4;5;4;NA;3;4;4;2;2;4;2;4;2;4;0;0
"dissatisfied";"Female";NA;12;"Personal Travel";"Eco";1750;4;5;4;1;4;4;4;4;4;4;5;5;4;4;15;15
"satisfied";"Female";"Loyal Customer";35;"Personal Travel";"Eco";2325;4;5;4;1;3;4;3;3;1;3;2;5;1;3;2;0
"satisfied";"Female";"Loyal Customer";11;"Personal Travel";"Eco";2592;4;5;4;2;1;4;1;1;5;2;4;5;4;1;0;0
"dissatisfied";"Female";"Loyal Customer";13;"Personal Travel";"Eco";2695;4;5;4;2;3;4;3;3;3;2;4;3;5;3;89;89
"dissatisfied";"Female";"Loyal Customer";68;"Personal Travel";"Eco";972;4;5;4;2;3;4;4;3;3;4;3;4;3;4;0;0
"dissatisfied";"Male";"Loyal Customer";28;"Personal Travel";"Eco Plus";1778;4;5;4;2;4;4;3;4;3;2;4;5;4;4;13;14
"dissatisfied";"Male";"Loyal Customer";11;"Personal Travel";"Eco";1790;4;5;4;2;1;4;1;1;5;3;5;4;5;1;10;12
"satisfied";"Female";"Loyal Customer";62;"Personal Travel";"Eco";503;4;5;4;2;4;4;4;4;4;4;4;5;4;5;0;0
"dissatisfied";"Female";"Loyal Customer";16;"Personal Travel";"Eco";1795;4;5;4;2;2;4;2;2;2;3;1;5;5;2;0;0
